City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Isangel,VU,-19.55,169.2667,82.51,83,75,4.61,broken clouds
346,Acapulco,MX,16.8634,-99.8901,85.82,70,75,11.5,broken clouds
347,Hun,LY,29.1268,15.9477,81.95,37,0,7.61,clear sky
348,Boqueron,PR,18.0269,-67.1691,85.14,77,22,1.01,few clouds
349,Belyy Yar,RU,53.6039,91.3903,46.29,87,0,0.0,clear sky
350,Pemangkat,ID,1.1667,108.9667,76.46,87,58,8.61,broken clouds
351,Dustlik,UZ,40.5247,68.0358,74.26,31,3,2.01,clear sky
352,Matara,LK,5.9485,80.5353,76.86,88,100,11.63,overcast clouds
353,Murighiol,RO,45.0333,29.1667,73.89,52,9,7.72,clear sky
354,Rio Gallegos,AR,-51.6226,-69.2181,37.45,81,100,14.97,overcast clouds
355,Marienburg,PL,54.0359,19.0266,58.87,78,34,4.74,scattered clouds
356,Saint-Joseph,RE,-21.3667,55.6167,66.58,80,8,6.4,clear sky
357,Dong Hoi,VN,17.4833,106.6,79.32,83,100,6.85,moderate rain
358,Kotaparh,IN,19.15,82.35,71.62,98,100,3.6,overcast clouds
359,Cayenne,GF,4.9333,-52.3333,83.08,1,0,5.75,clear sky
360,Manzil Kamil,TN,35.6248,10.6673,81.84,69,0,9.22,clear sky
361,Caravelas,BR,-17.7125,-39.2481,73.38,78,2,9.26,clear sky
362,Cozumel,MX,20.5083,-86.9458,82.0,89,100,2.3,overcast clouds
363,Verkhnyaya Inta,RU,65.9811,60.3094,67.96,59,1,11.56,clear sky
364,Ahtopol,BG,42.1,27.95,74.59,86,1,11.97,clear sky
365,Orikhove,UA,45.1294,33.6318,73.31,49,0,9.24,clear sky
366,Escarcega,MX,18.6089,-90.7454,70.99,98,100,6.53,overcast clouds
367,Tiksi,RU,71.6872,128.8694,46.74,96,100,2.73,light rain
368,Korla,CN,41.7597,86.1469,81.01,29,5,0.47,clear sky
369,Zhigansk,RU,66.7697,123.3711,52.0,87,63,16.24,broken clouds
370,Rabat,MA,33.9911,-6.8401,71.67,73,75,4.61,broken clouds
371,Dauriya,RU,49.9333,116.8667,54.68,61,4,18.21,clear sky
372,Souillac,MU,-20.5167,57.5167,64.78,94,40,3.44,scattered clouds
373,Richards Bay,ZA,-28.783,32.0377,66.87,93,87,9.75,overcast clouds
374,Kuala Kedah,MY,6.1,100.3,76.98,100,20,2.3,mist
375,Inuvik,CA,68.3499,-133.7218,54.46,66,75,2.3,broken clouds
376,Carbonia,IT,39.1672,8.5222,80.01,80,0,6.4,clear sky
377,Chapais,CA,49.7834,-74.8492,62.38,45,98,5.95,overcast clouds
378,Cascas,PE,-7.4833,-78.8167,68.43,64,56,3.2,broken clouds
379,Tura,IN,25.5198,90.2201,73.8,99,99,6.64,moderate rain
380,Am Timan,TD,11.0297,20.2827,71.46,94,67,6.46,broken clouds
381,Tocopilla,CL,-22.092,-70.1979,60.82,67,5,2.3,clear sky
382,Klaksvik,FO,62.2266,-6.589,54.52,98,99,14.74,overcast clouds
383,Torres,BR,-29.3353,-49.7269,60.82,95,100,6.71,overcast clouds
384,Khilok,RU,51.3674,110.4676,49.8,74,0,5.46,clear sky
385,Silver City,US,32.7701,-108.2803,89.56,32,40,7.0,scattered clouds
386,Maniitsoq,GL,65.4167,-52.9,40.1,94,100,2.86,overcast clouds
387,Rohru,IN,31.2167,77.75,66.24,84,100,2.84,overcast clouds
388,Harbour Breton,CA,47.4833,-55.7983,65.08,99,99,11.41,overcast clouds
389,Tahoua,NE,14.8888,5.2692,89.29,51,84,13.56,broken clouds
390,Tiznit,MA,29.5833,-9.5,77.68,27,0,3.76,clear sky
391,Daru,PG,-9.0763,143.2092,78.66,87,68,16.22,broken clouds
392,Mossendjo,CG,-2.9506,12.7261,68.47,72,6,3.69,clear sky
393,Poddorye,RU,57.4695,31.1156,52.25,81,19,1.79,few clouds
394,Tarbes,FR,43.25,0.1667,70.27,64,0,3.44,clear sky
395,Luan,CH,46.3592,6.9759,59.63,86,98,3.76,overcast clouds
396,Usvyaty,RU,55.7456,30.7533,51.94,88,1,2.28,clear sky
397,Liberal,US,37.0431,-100.921,100.54,20,0,19.57,clear sky
398,College,US,64.8569,-147.8028,59.58,62,75,9.22,broken clouds
399,Kalmunai,LK,7.4167,81.8167,78.49,70,95,4.27,overcast clouds
400,Mykolayiv,UA,46.9659,31.9974,75.97,35,0,6.67,clear sky
401,Neiafu,TO,-18.65,-173.9833,83.08,74,20,12.66,few clouds
402,Kuminskiy,RU,58.6667,66.5667,60.06,79,43,3.6,scattered clouds
403,Protvino,RU,54.8664,37.2178,63.28,97,100,2.46,light rain
404,Kahului,US,20.8947,-156.47,93.22,38,20,20.71,few clouds
405,Terrace,CA,54.5163,-128.6035,73.31,40,40,18.41,scattered clouds
406,Liuzhou,CN,24.3126,109.3892,80.4,83,71,1.63,broken clouds
407,Vredendal,ZA,-31.6683,18.5012,56.46,76,89,6.58,overcast clouds
408,Kavieng,PG,-2.5744,150.7967,82.31,76,80,13.71,broken clouds
409,Ahuatempan,MX,18.4167,-98.0167,77.81,35,100,18.7,overcast clouds
410,Mayumba,GA,-3.432,10.6554,67.23,90,59,3.29,broken clouds
411,Bousse,BF,12.6606,-1.8922,82.65,61,1,7.67,light rain
412,Mastic Beach,US,40.7668,-72.8521,84.97,81,0,21.0,clear sky
413,Broome,US,42.2506,-75.833,85.62,68,0,9.22,clear sky
414,Opuwo,NA,-18.0607,13.84,64.81,24,12,5.59,few clouds
415,Tazovskiy,RU,67.4667,78.7,56.75,93,23,6.4,few clouds
416,Borogontsy,RU,62.6683,131.1683,58.8,68,13,2.59,few clouds
417,Kiruna,SE,67.8557,20.2251,43.72,87,75,4.61,broken clouds
418,Gat,IL,31.61,34.7642,77.68,66,0,1.25,clear sky
419,Oni,GE,42.5794,43.4425,65.35,88,94,3.96,overcast clouds
420,Pestovo,RU,58.5938,35.8024,50.56,81,91,1.52,overcast clouds
421,Umm Lajj,SA,25.0213,37.2685,89.58,68,100,13.56,overcast clouds
422,Liku,ID,-0.7275,119.8922,74.82,93,100,1.3,moderate rain
423,Kargasok,RU,59.0556,80.8572,52.72,89,21,7.78,few clouds
424,Xuddur,SO,4.1213,43.8894,67.46,75,29,20.62,scattered clouds
425,Maldonado,UY,-34.6667,-54.9167,48.22,90,72,5.73,broken clouds
426,Hanting,CN,36.7708,119.2108,84.6,82,100,4.21,moderate rain
427,Miraflores,MX,19.2167,-98.8083,66.87,69,100,3.42,overcast clouds
428,Rosetta,EG,31.4044,30.4164,78.55,77,0,6.06,clear sky
429,Zhanaozen,KZ,43.3,52.8,77.54,27,84,12.41,broken clouds
430,Beaumont,US,30.0861,-94.1019,91.44,56,0,12.66,clear sky
431,Edd,ER,13.9297,41.6925,90.09,66,99,1.74,light rain
432,Nanjing,CN,32.0617,118.7778,89.51,67,100,4.03,overcast clouds
433,Liverpool,GB,53.4106,-2.9779,61.34,81,0,2.3,clear sky
434,Diamantino,BR,-14.4086,-56.4461,81.61,51,70,3.27,broken clouds
435,Pucara,PE,-15.9803,-71.4606,35.73,36,6,8.32,clear sky
436,Qaqortoq,GL,60.7167,-46.0333,44.73,82,0,5.19,clear sky
437,Shingu,JP,33.7333,135.9833,83.86,77,59,4.52,broken clouds
438,Bocaiuva,BR,-17.1078,-43.815,74.91,32,39,2.01,scattered clouds
439,Kirakira,SB,-10.4544,161.9205,82.24,75,89,8.03,overcast clouds
440,Solano,US,38.2333,-121.9511,93.52,36,0,21.85,clear sky
441,Sabang,ID,5.8933,95.3214,81.48,74,95,18.21,overcast clouds
442,Talara,PE,-4.5772,-81.2719,64.13,82,6,19.04,clear sky
443,Whitehorse,CA,60.7161,-135.0538,58.1,71,75,5.75,broken clouds
444,Hauterive,FR,46.0901,3.4459,68.76,52,0,1.63,clear sky
445,Chengzihe,CN,45.3333,131.0667,69.57,84,86,9.62,overcast clouds
446,Kyrksaeterora,NO,63.2906,9.0891,55.36,80,93,2.86,overcast clouds
447,Tezu,IN,27.9167,96.1667,77.65,88,57,4.27,broken clouds
448,Urumqi,CN,43.801,87.6005,76.15,38,0,4.47,clear sky
449,Necochea,AR,-38.5473,-58.7368,40.55,79,95,6.85,overcast clouds
450,Ankazoabo,MG,-22.2833,44.5167,62.47,59,0,7.18,clear sky
451,Klyuchi,RU,52.2667,79.1667,59.86,80,12,5.84,few clouds
452,Lima,PE,-12.0432,-77.0282,59.25,77,100,11.5,overcast clouds
453,Goma,CD,-1.6792,29.2228,62.74,75,12,0.76,few clouds
454,Madinat Sittah Uktubar,EG,29.8167,31.05,81.27,47,0,7.78,clear sky
455,Samarai,PG,-10.6167,150.6667,80.65,73,52,13.2,broken clouds
456,Portland,US,45.5234,-122.6762,102.94,22,20,12.66,few clouds
457,Cojocna,RO,46.75,23.8333,73.11,69,0,2.3,clear sky
458,Ludvika,SE,60.1496,15.1878,51.6,72,87,3.44,overcast clouds
459,San Quintin,MX,30.4833,-115.95,77.83,71,84,6.71,broken clouds
460,Jimo,CN,36.3897,120.4622,87.58,84,0,6.71,clear sky
461,Sidi Ali,DZ,36.0998,0.4206,74.66,78,0,4.56,clear sky
462,Yinchuan,CN,38.4681,106.2731,77.83,56,81,9.48,broken clouds
463,Horsham,GB,51.064,-0.3272,66.25,71,0,4.61,clear sky
464,Ureki,GE,41.9956,41.7786,69.76,86,66,4.23,broken clouds
465,Santiago Del Estero,AR,-27.7951,-64.2615,64.0,48,76,8.01,broken clouds
466,Puerto Ayacucho,VE,5.6639,-67.6236,79.84,80,24,3.02,moderate rain
467,Port Hardy,CA,50.6996,-127.4199,75.38,60,20,10.36,few clouds
468,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.28,66,65,9.48,broken clouds
469,Vysokogornyy,RU,50.1167,139.15,62.82,99,100,3.44,light rain
470,Labis,MY,2.385,103.021,74.26,94,49,2.39,scattered clouds
471,Alice Town,BS,25.7167,-79.3,83.57,73,100,14.99,overcast clouds
472,Pangnirtung,CA,66.1451,-65.7125,44.92,85,97,2.46,overcast clouds
473,San Andres,CO,12.5847,-81.7006,84.22,79,75,17.27,broken clouds
474,Havelock,US,34.8791,-76.9013,84.94,77,0,10.36,clear sky
475,Grand Gaube,MU,-20.0064,57.6608,66.38,78,5,3.0,clear sky
476,Lozova,UA,48.8894,36.3176,69.55,40,9,8.03,clear sky
477,Ibra,OM,22.6906,58.5334,86.41,51,20,4.61,few clouds
478,Pahrump,US,36.2083,-115.9839,103.51,20,4,4.0,clear sky
479,Ourem,PT,39.6417,-8.5919,63.32,87,0,4.07,clear sky
480,Mokhsogollokh,RU,61.4681,128.9203,56.01,73,100,7.83,overcast clouds
481,Padang,ID,-0.9492,100.3543,73.45,85,70,3.02,broken clouds
482,Yuksekova,TR,37.5736,44.2872,69.55,35,20,6.91,few clouds
483,Humaita,BR,-7.5061,-63.0208,82.85,59,89,1.86,overcast clouds
484,Bolkhov,RU,53.4433,36.0044,64.11,90,100,10.45,overcast clouds
485,Were Ilu,ET,10.6,39.4333,51.53,95,100,3.44,overcast clouds
486,Lisakovsk,KZ,52.5369,62.4936,65.26,73,100,7.63,overcast clouds
487,Raudeberg,NO,61.9875,5.1352,53.96,59,97,14.74,overcast clouds
488,Kochubey,RU,44.3861,46.5825,77.92,67,100,8.16,overcast clouds
489,Zlynka,RU,52.4267,31.7378,60.64,97,89,6.78,overcast clouds
490,Puerto Escondido,MX,15.85,-97.0667,77.83,69,100,0.0,light intensity drizzle
491,Arcachon,FR,44.5875,-1.0519,75.52,35,0,8.05,clear sky
492,Teguise,ES,29.0605,-13.564,70.02,78,20,21.85,few clouds
493,Ninghai,CN,29.2892,121.4247,79.75,89,93,3.71,overcast clouds
494,Meadow Lake,US,34.8014,-106.5436,89.47,33,50,8.77,scattered clouds
495,Calamar,CO,10.2511,-74.9146,79.45,89,100,6.87,overcast clouds
496,Kavaratti,IN,10.5669,72.642,80.47,84,99,23.17,overcast clouds
497,Montevideo,UY,-34.8335,-56.1674,49.71,78,40,15.01,scattered clouds
498,Rundu,NA,-17.9333,19.7667,60.46,32,0,4.25,clear sky
499,Uni,RU,57.7535,51.4923,69.03,68,83,1.36,broken clouds
500,Cooma,AU,-36.2333,149.1333,38.97,93,100,6.91,overcast clouds
501,Ternate,ID,0.8,127.4,79.95,78,92,1.88,light rain
502,Pak Chong,TH,14.708,101.4161,73.11,95,100,5.59,light rain
503,Bombay,IN,19.0144,72.8479,78.78,94,75,0.0,haze
504,Riberalta,BO,-10.9833,-66.1,82.6,74,75,0.0,broken clouds
505,Usinsk,RU,65.9939,57.5281,64.9,66,0,11.77,clear sky
506,Bektemir,UZ,41.2097,69.3342,77.79,25,2,2.84,clear sky
507,Oktyabrskiy,RU,54.4815,53.471,68.95,67,98,3.71,overcast clouds
508,Kodinsk,RU,58.6881,99.1844,55.15,93,76,2.89,broken clouds
509,Kloulklubed,PW,7.0419,134.2556,77.5,78,100,14.43,overcast clouds
510,Port Hedland,AU,-20.3167,118.5667,53.65,50,0,5.75,clear sky
511,Marawi,PH,7.9986,124.2928,69.71,94,86,2.71,overcast clouds
512,Salta,AR,-24.7859,-65.4117,60.58,63,75,10.36,broken clouds
513,Kihei,US,20.785,-156.4656,93.22,38,20,20.71,few clouds
514,Antsla,EE,57.8256,26.5406,57.83,74,100,3.24,overcast clouds
515,Port Macquarie,AU,-31.4333,152.9167,60.89,70,36,12.86,scattered clouds
516,Nizwa,OM,22.9333,57.5333,87.46,53,45,0.94,scattered clouds
517,Kargopol,RU,61.5071,38.9456,50.5,87,91,4.85,overcast clouds
518,Tabuk,PH,17.4189,121.4443,74.68,92,100,3.36,light rain
519,Warwick,US,41.7001,-71.4162,89.55,72,40,13.8,scattered clouds
520,Okha,RU,53.5739,142.9478,55.06,96,100,16.42,overcast clouds
521,Garden City,US,42.3256,-83.331,84.45,70,75,6.91,broken clouds
522,Manjeri,IN,11.1167,76.1167,74.08,94,100,6.91,mist
523,Playa Vicente,MX,17.8333,-95.8167,79.39,87,72,4.18,broken clouds
524,Kruisfontein,ZA,-34.0033,24.7314,57.88,92,87,10.6,moderate rain
525,Keskin,TR,39.6731,33.6136,67.33,54,45,7.23,scattered clouds
526,Palamos,ES,41.8484,3.1291,76.28,51,90,1.99,overcast clouds
527,Kemri,IN,28.8167,79.2167,79.72,80,100,4.61,overcast clouds
528,Kashi,CN,39.4547,75.9797,78.01,41,75,2.24,broken clouds
529,Phonhong,LA,18.5007,102.4166,73.94,98,100,1.19,overcast clouds
530,Aguimes,ES,27.9054,-15.4461,70.66,83,20,27.63,few clouds
531,Camocim,BR,-2.9022,-40.8411,78.44,78,61,17.87,broken clouds
532,Altamira,BR,-3.2033,-52.2064,81.27,62,100,3.94,overcast clouds
533,Chernyshevskiy,RU,63.0128,112.4714,47.91,96,100,1.5,overcast clouds
534,Mount Isa,AU,-20.7333,139.5,62.37,29,0,11.5,clear sky
535,Aitape,PG,-3.1374,142.3475,79.84,85,84,5.1,broken clouds
536,Shoreline,US,47.7557,-122.3415,92.77,42,0,10.36,clear sky
537,Guanica,PR,17.9716,-66.908,86.97,79,21,16.35,few clouds
538,Mahabad,IR,36.7631,45.7222,75.96,33,0,8.81,clear sky
539,Sozimskiy,RU,59.7418,52.2482,66.85,75,93,3.69,overcast clouds
540,Mitsamiouli,KM,-11.3847,43.2844,75.15,69,4,5.79,clear sky
541,Puerto Penasco,MX,31.3167,-113.5333,86.92,75,8,11.01,clear sky
542,Beloha,MG,-25.1667,45.05,60.31,93,0,6.29,clear sky
543,Ahipara,NZ,-35.1667,173.1667,59.2,82,10,9.19,clear sky
544,Miles City,US,46.4083,-105.8406,81.57,36,0,3.44,clear sky
545,Alofi,NU,-19.0595,-169.9187,82.29,65,8,13.8,clear sky
546,Meulaboh,ID,4.1363,96.1285,75.78,88,90,3.4,overcast clouds
547,Pareora,NZ,-44.4871,171.2132,44.19,46,100,12.46,overcast clouds
548,Kivertsi,UA,50.8343,25.4582,57.9,76,42,7.23,scattered clouds
549,Yaan,NG,7.3833,8.5667,73.33,93,87,5.91,light rain
550,Hobyo,SO,5.3505,48.5268,75.13,84,1,25.43,clear sky
551,Alyangula,AU,-13.8483,136.4192,76.53,65,0,18.32,clear sky
552,Labuhan,ID,-6.8844,112.2051,74.46,87,7,9.1,clear sky
553,Zlobin,HR,45.2924,14.6541,70.9,56,0,5.75,clear sky
554,Varna,BG,43.2167,27.9167,77.14,53,0,10.36,clear sky
555,Almaznyy,RU,48.0448,40.045,71.31,31,19,7.9,few clouds
556,Olavarria,AR,-36.8927,-60.3225,44.02,73,92,7.16,overcast clouds
557,Hazleton,US,40.9584,-75.9746,80.67,87,0,0.0,clear sky
558,Naze,JP,28.3667,129.4833,83.32,75,1,2.73,clear sky
559,Beira,MZ,-19.8436,34.8389,66.54,86,0,6.8,clear sky
560,Katsuura,JP,35.1333,140.3,82.81,80,6,14.47,clear sky
561,Saint-Pierre,RE,-21.3393,55.4781,67.68,70,20,6.91,few clouds
562,Belaya Gora,RU,68.5333,146.4167,61.74,42,64,14.0,broken clouds
563,Mineiros,BR,-17.5694,-52.5511,81.1,26,64,1.34,broken clouds
564,Paramonga,PE,-10.6667,-77.8333,61.93,85,73,12.03,broken clouds
565,Hargeysa,SO,9.56,44.065,71.17,48,40,27.11,scattered clouds
566,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,57.97,69,0,6.71,clear sky
567,Innisfail,AU,-17.5333,146.0333,72.7,84,91,9.66,overcast clouds
568,Springbok,ZA,-29.6643,17.8865,39.38,86,28,3.38,scattered clouds
569,Tiruchchendur,IN,8.4833,78.1167,79.61,76,93,12.93,overcast clouds
570,Payo,ID,-3.7508,103.6372,70.59,89,7,1.59,clear sky
571,Hokitika,NZ,-42.7167,170.9667,44.91,62,100,13.31,overcast clouds
572,Belmonte,BR,-15.8631,-38.8828,72.79,75,13,9.26,few clouds
573,Bodden Town,KY,19.2833,-81.25,87.8,71,40,10.36,scattered clouds
574,Mogadishu,SO,2.0371,45.3438,75.36,80,96,18.28,overcast clouds
575,Ketchikan,US,55.3422,-131.6461,63.07,67,75,12.66,broken clouds
576,Carnot,CF,4.9409,15.8665,68.34,98,100,2.68,overcast clouds
577,Qingyuan,CN,23.7,113.0333,82.38,83,80,2.28,broken clouds
578,Bayji,IQ,34.9311,43.487,92.98,15,0,9.78,clear sky
579,Ust-Ilimsk,RU,58.0006,102.6619,53.76,97,94,3.36,overcast clouds
580,Manono,CD,-7.3,27.4167,72.86,29,0,3.44,clear sky
581,Dolores,AR,-36.3132,-57.6792,42.64,81,100,8.41,light rain
582,Cutervo,PE,-6.379,-78.8157,56.44,74,50,3.74,light rain
583,Kaseda,JP,31.4167,130.3167,83.8,77,58,3.29,broken clouds
584,Alugan,PH,12.2188,125.4808,76.62,86,88,2.66,overcast clouds
585,Gwanda,ZW,-20.9333,29.0,61.07,33,0,6.31,clear sky
586,Biu,NG,10.6129,12.1946,69.17,96,96,6.17,moderate rain
587,Srandakan,ID,-7.9386,110.2506,74.64,86,91,3.89,overcast clouds
588,Harqalah,TN,36.0303,10.509,82.26,61,0,6.91,clear sky
589,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,87,100,8.05,light intensity drizzle rain
590,Seymchan,RU,62.8833,152.4333,72.79,59,42,4.74,scattered clouds
591,Atambua,ID,-9.1061,124.8925,72.19,78,39,3.91,scattered clouds
592,Balkhash,KZ,46.844,74.9804,73.13,40,96,10.36,overcast clouds
593,Poum,NC,-20.2333,164.0167,74.97,81,4,13.67,clear sky
594,Buchmany,UA,51.0689,28.0421,55.54,90,39,5.82,scattered clouds
595,Colquechaca,BO,-18.6667,-66.0167,32.81,15,89,2.44,overcast clouds
596,Sawakin,SD,19.1059,37.3321,90.07,53,100,13.24,overcast clouds
597,Severo-Yeniseyskiy,RU,60.3725,93.0408,51.15,93,47,1.79,scattered clouds
598,Tonstad,NO,58.6626,6.7169,54.43,99,96,3.15,overcast clouds
599,Christchurch,NZ,-43.5333,172.6333,44.91,70,40,4.61,scattered clouds
600,Sur,OM,22.5667,59.5289,86.56,62,50,5.75,scattered clouds
601,Srednekolymsk,RU,67.45,153.6833,60.85,35,91,14.67,overcast clouds
602,Tizapan El Alto,MX,20.1667,-103.0667,71.65,72,69,3.31,broken clouds
603,Urdoma,RU,61.7533,48.5442,62.33,99,32,5.77,scattered clouds
604,Batamshinskiy,KZ,50.5594,58.2747,65.62,67,55,9.06,broken clouds
605,Road Town,VG,18.4167,-64.6167,84.29,83,40,12.66,scattered clouds
606,Bay City,US,43.5945,-83.8889,82.51,75,0,10.36,clear sky
607,Gouyave,GD,12.1646,-61.7296,81.37,78,20,5.75,few clouds
608,Nowy Tomysl,PL,52.3195,16.1284,61.09,57,65,5.48,broken clouds
609,Carsamba,TR,41.1989,36.7219,74.79,94,20,4.61,few clouds
610,Tabas,IR,33.5959,56.9244,89.82,19,0,4.61,clear sky
611,Pochutla,MX,15.7432,-96.4661,82.22,70,100,6.04,overcast clouds
612,Covington,US,39.0837,-84.5086,89.42,73,0,8.05,clear sky
613,Mehamn,NO,71.0357,27.8492,49.95,87,100,9.22,light rain
614,Robe,AU,-37.1833,139.75,47.34,85,16,10.58,few clouds
615,Islamkot,PK,24.6997,70.177,86.43,74,89,5.46,overcast clouds
616,Turkistan,KZ,43.0,68.0,76.28,36,60,2.17,broken clouds
617,Chifeng,CN,42.2683,118.9636,69.33,51,100,2.8,overcast clouds
618,Quemado De Guines,CU,22.7853,-80.2536,84.42,66,40,14.0,scattered clouds
619,Lewisporte,CA,49.2499,-55.0482,76.71,79,95,14.05,overcast clouds
620,Thap Than,TH,15.4606,99.8917,79.72,95,100,3.31,light rain
621,Svetlyy,RU,54.675,20.1347,55.96,77,50,2.51,scattered clouds
622,Trairi,BR,-3.2778,-39.2689,77.81,82,4,12.41,clear sky
623,Alghero,IT,40.5589,8.3181,77.09,94,0,3.44,clear sky
624,Falam,MM,22.9167,93.6833,62.71,99,87,1.57,overcast clouds
625,Kushmurun,KZ,52.4503,64.6311,62.94,76,82,9.24,broken clouds
626,San Ramon,US,37.7799,-121.978,86.27,53,0,17.27,clear sky
627,Magadan,RU,59.5667,150.8,59.04,69,93,4.32,overcast clouds
628,Zlitan,LY,32.4674,14.5687,80.02,76,0,4.9,clear sky
629,Matamoros,MX,25.5333,-103.25,93.31,22,75,9.22,broken clouds
630,Synevyr,UA,48.4875,23.6258,56.03,96,37,5.08,scattered clouds
631,Sampit,ID,-2.5333,112.95,71.31,94,69,1.01,broken clouds
632,Barpathar,IN,26.3,93.8667,78.49,95,53,1.32,broken clouds
633,Tambacounda,SN,13.7539,-13.7586,84.25,89,40,2.3,thunderstorm
634,Nantucket,US,41.2835,-70.0995,82.51,89,0,13.8,clear sky
635,Antofagasta,CL,-23.65,-70.4,56.48,68,3,8.48,clear sky
636,Pyapon,MM,16.2833,95.6833,75.49,96,100,6.98,moderate rain
637,Tallahassee,US,30.4383,-84.2807,79.86,78,75,5.75,broken clouds
638,Coahuayana,MX,18.7333,-103.6833,87.17,63,66,5.95,broken clouds
639,Kosai,JP,34.7105,137.5316,83.59,74,40,3.98,scattered clouds
640,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.16,92,87,1.1,overcast clouds
641,Ishigaki,JP,24.3448,124.1572,86.13,79,40,9.22,scattered clouds
642,Sisimiut,GL,66.9395,-53.6735,40.06,97,100,5.68,overcast clouds
643,Sola,VU,-13.8833,167.55,79.81,76,17,6.44,few clouds
644,Waipawa,NZ,-41.4122,175.5153,48.13,95,100,17.27,light rain
645,Lethem,GY,3.3803,-59.7968,81.37,70,78,2.86,broken clouds
646,Madras,IN,13.0878,80.2785,84.18,78,75,9.22,light rain
647,Wad Rawah,SD,15.1603,33.1397,80.62,67,71,10.96,broken clouds
648,Sumbe,AO,-11.2061,13.8437,66.92,89,57,7.4,broken clouds
649,Baijiantan,CN,45.6333,85.1833,80.83,31,1,9.69,clear sky
650,Mathbaria,BD,22.2876,89.9593,80.02,89,100,8.61,light rain
651,Bani,DO,18.2833,-70.3333,82.85,70,99,14.61,overcast clouds
652,Tsabong,BW,-26.0217,22.401,57.06,39,5,13.13,clear sky
653,Villa Rosario,PA,8.7833,-79.8667,81.36,89,100,2.84,overcast clouds
654,Hofn,IS,64.2539,-15.2082,52.16,89,99,16.46,overcast clouds
655,Belinskiy,RU,52.9647,43.4165,66.09,52,32,5.23,scattered clouds
656,Kaoma,ZM,-14.7833,24.8,55.63,38,0,6.08,clear sky
657,Wajima,JP,37.4,136.9,86.68,74,0,12.66,clear sky
658,Lagos,NG,6.5833,3.75,77.32,85,74,6.35,broken clouds
659,Manokwari,ID,-0.8667,134.0833,81.23,69,100,1.59,overcast clouds
660,Talakan,RU,50.3167,130.3667,62.11,89,93,6.62,overcast clouds
661,Bereznik,RU,62.8551,42.7072,52.5,92,99,4.32,overcast clouds
662,Deogarh,IN,21.5333,84.7333,76.24,95,51,2.24,broken clouds
663,Teacapan,MX,22.55,-105.75,87.33,63,90,13.13,overcast clouds
664,Banjar,ID,-8.19,114.9675,74.55,89,11,4.14,few clouds
665,Natchez,US,31.5604,-91.4032,91.62,52,20,10.36,few clouds
666,Jijiga,ET,9.35,42.8,65.7,57,65,21.52,broken clouds
667,Gushikawa,JP,26.3544,127.8686,85.62,79,0,0.0,clear sky
668,Areka,ET,7.0667,37.7,59.86,87,98,1.92,overcast clouds
669,Northam,GB,51.0333,-4.2167,59.4,79,0,5.28,clear sky
670,Vostok,RU,46.4856,135.8833,65.84,98,100,2.86,overcast clouds
671,Pitsunda,GE,43.1592,40.3378,71.78,76,17,5.41,few clouds
672,Soyo,AO,-6.1349,12.3689,67.86,90,13,4.7,few clouds
673,Baoying,CN,33.2292,119.3092,84.27,79,100,5.66,overcast clouds
674,Ulladulla,AU,-35.35,150.4667,51.6,78,31,9.35,scattered clouds
675,Kutum,SD,14.2,24.6667,74.62,64,66,8.37,broken clouds
676,Chipata,ZM,-13.6333,32.65,58.71,46,0,4.25,clear sky
677,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.69,47,76,1.57,broken clouds
678,Evensk,RU,61.95,159.2333,58.41,78,100,1.21,overcast clouds
679,Ornskoldsvik,SE,63.2909,18.7153,47.35,93,100,3.44,overcast clouds
680,Caohai,CN,26.8661,104.2841,56.88,97,96,4.63,overcast clouds
681,Doka,SD,13.5167,35.7667,70.81,89,99,7.05,overcast clouds
682,Jumla,NP,29.2747,82.1838,59.25,87,87,3.47,overcast clouds
683,Falkenberg,SE,56.9055,12.4912,59.27,87,100,5.48,overcast clouds
684,Warri,NG,5.5167,5.75,75.58,85,92,5.95,overcast clouds
685,Kupang,ID,-10.1667,123.5833,75.92,84,18,5.55,few clouds
686,Chamba,IN,32.5667,76.1333,76.12,89,100,1.99,overcast clouds
687,Bairiki,KI,1.3292,172.9752,86.0,70,20,11.5,few clouds
688,Manzanillo,CU,20.3433,-77.1167,84.58,67,81,2.51,broken clouds
689,Takoradi,GH,4.8845,-1.7554,73.38,80,16,9.98,few clouds
690,Grootfontein,NA,-19.5667,18.1167,60.37,33,19,4.61,few clouds
691,Sidhi,IN,24.4167,81.8833,80.55,79,21,5.93,few clouds
692,Plettenberg Bay,ZA,-34.0527,23.3716,57.81,87,37,11.68,scattered clouds
693,Tosya,TR,41.0155,34.0401,63.61,84,0,2.33,clear sky
694,Amapa,BR,1.0,-52.0,73.09,82,68,4.03,broken clouds
695,Iskateley,RU,67.6803,53.1512,57.79,83,94,9.01,light rain
696,Hovd,MN,48.0056,91.6419,64.72,39,0,5.35,clear sky
697,Hualmay,PE,-11.0964,-77.6139,61.41,84,67,11.97,broken clouds
